OBJECTID,Census_Tract_FIPS,Census_Tract_Name,County_Name,Adult_Population_Age18_and_over,Health_Statistics_Region,Fluvax_Census_Tract_Estimate,Fluvax_Estimate_Confidence_Interval,Fluvax_Map_Symbol_withinHSR,Fluvax_County_Regional_Estimate,Fluvax_Map_Symbol_State,Fluvax_State_Estimate
1126,8005007301,"Census Tract 73.01, Arapahoe County, Colorado",Arapahoe,1823,15,42.2,95% C.I.: 41.3 - 43.1,Highest Qunitile,County/Regional Estimate 45.3% (95% C.I.: 43.1 - 47.5),Fourth Quintile,State Estimate 44.0% (95% C.I.: 43.3 - 44.6)
1127,8005006100,"Census Tract 61, Arapahoe County, Colorado",Arapahoe,2572,15,43.6,95% C.I.: 42.9 - 44.2,Fourth Quintile,County/Regional Estimate 45.3% (95% C.I.: 43.1 - 47.5),Middle Quintile,State Estimate 44.0% (95% C.I.: 43.3 - 44.6)
1128,8005006300,"Census Tract 63, Arapahoe County, Colorado",Arapahoe,2229,15,45.7,95% C.I.: 45.1 - 46.2,Second Quintile,County/Regional Estimate 45.3% (95% C.I.: 43.1 - 47.5),Second Quintile,State Estimate 44.0% (95% C.I.: 43.3 - 44.6)
1129,8005006706,"Census Tract 67.06, Arapahoe County, Colorado",Arapahoe,3742,15,49.2,95% C.I.: 48.7 - 49.7,Lowest Quintile,County/Regional Estimate 45.3% (95% C.I.: 43.1 - 47.5),Lowest Quintile,State Estimate 44.0% (95% C.I.: 43.3 - 44.6)
1130,8005006200,"Census Tract 62, Arapahoe County, Colorado",Arapahoe,2688,15,44.8,95% C.I.: 44.3 - 45.4,Middle Quintile,County/Regional Estimate 45.3% (95% C.I.: 43.1 - 47.5),Middle Quintile,State Estimate 44.0% (95% C.I.: 43.3 - 44.6)
1131,8005005952,"Census Tract 59.52, Arapahoe County, Colorado",Arapahoe,2957,15,45.3,95% C.I.: 44.8 - 45.9,Middle Quintile,County/Regional Estimate 45.3% (95% C.I.: 43.1 - 47.5),Second Quintile,State Estimate 44.0% (95% C.I.: 43.3 - 44.6)
1132,8005005951,"Census Tract 59.51, Arapahoe County, Colorado",Arapahoe,3686,15,48.1,95% C.I.: 47.5 - 48.7,Lowest Quintile,County/Regional Estimate 45.3% (95% C.I.: 43.1 - 47.5),Lowest Quintile,State Estimate 44.0% (95% C.I.: 43.3 - 44.6)
1133,8005005800,"Census Tract 58, Arapahoe County, Colorado",Arapahoe,2143,15,45.6,95% C.I.: 45.1 - 46.1,Second Quintile,County/Regional Estimate 45.3% (95% C.I.: 43.1 - 47.5),Second Quintile,State Estimate 44.0% (95% C.I.: 43.3 - 44.6)
1134,8005005612,"Census Tract 56.12, Arapahoe County, Colorado",Arapahoe,3009,15,45.8,95% C.I.: 45.3 - 46.3,Second Quintile,County/Regional Estimate 45.3% (95% C.I.: 43.1 - 47.5),Second Quintile,State Estimate 44.0% (95% C.I.: 43.3 - 44.6)
1135,8005006400,"Census Tract 64, Arapahoe County, Colorado",Arapahoe,2760,15,44.7,95% C.I.: 44.1 - 45.3,Middle Quintile,County/Regional Estimate 45.3% (95% C.I.: 43.1 - 47.5),Middle Quintile,State Estimate 44.0% (95% C.I.: 43.3 - 44.6)
1136,8005006000,"Census Tract 60, Arapahoe County, Colorado",Arapahoe,2231,15,45.9,95% C.I.: 45.3 - 46.5,Second Quintile,County/Regional Estimate 45.3% (95% C.I.: 43.1 - 47.5),Second Quintile,State Estimate 44.0% (95% C.I.: 43.3 - 44.6)
1137,8041000301,"Census Tract 3.01, El Paso County, Colorado",El Paso,2638,4,45.8,95% C.I.: 45.1 - 46.5,Lowest Quintile,County/Regional Estimate 44% (95% C.I.: 42.1 - 45.8),Second Quintile,State Estimate 44.0% (95% C.I.: 43.3 - 44.6)
1138,8041000203,"Census Tract 2.03, El Paso County, Colorado",El Paso,3572,4,44.2,95% C.I.: 43.7 - 44.8,Middle Quintile,County/Regional Estimate 44% (95% C.I.: 42.1 - 45.8),Middle Quintile,State Estimate 44.0% (95% C.I.: 43.3 - 44.6)
1139,8005080500,"Census Tract 805, Arapahoe County, Colorado",Arapahoe,3106,15,48.4,95% C.I.: 47.7 - 49,Lowest Quintile,County/Regional Estimate 45.3% (95% C.I.: 43.1 - 47.5),Lowest Quintile,State Estimate 44.0% (95% C.I.: 43.3 - 44.6)
1140,8005083000,"Census Tract 830, Arapahoe County, Colorado",Arapahoe,2725,15,46.6,95% C.I.: 45.9 - 47.4,Second Quintile,County/Regional Estimate 45.3% (95% C.I.: 43.1 - 47.5),Second Quintile,State Estimate 44.0% (95% C.I.: 43.3 - 44.6)
1141,8005083200,"Census Tract 832, Arapahoe County, Colorado",Arapahoe,6042,15,43.5,95% C.I.: 42.9 - 44.1,Fourth Quintile,County/Regional Estimate 45.3% (95% C.I.: 43.1 - 47.5),Middle Quintile,State Estimate 44.0% (95% C.I.: 43.3 - 44.6)
1142,8005085900,"Census Tract 859, Arapahoe County, Colorado",Arapahoe,3191,15,43.8,95% C.I.: 43.1 - 44.5,Fourth Quintile,County/Regional Estimate 45.3% (95% C.I.: 43.1 - 47.5),Middle Quintile,State Estimate 44.0% (95% C.I.: 43.3 - 44.6)
1143,8005006855,"Census Tract 68.55, Arapahoe County, Colorado",Arapahoe,4040,15,45.3,95% C.I.: 44.7 - 45.9,Middle Quintile,County/Regional Estimate 45.3% (95% C.I.: 43.1 - 47.5),Second Quintile,State Estimate 44.0% (95% C.I.: 43.3 - 44.6)
1144,8005086400,"Census Tract 864, Arapahoe County, Colorado",Arapahoe,1588,15,48,95% C.I.: 47.5 - 48.5,Lowest Quintile,County/Regional Estimate 45.3% (95% C.I.: 43.1 - 47.5),Lowest Quintile,State Estimate 44.0% (95% C.I.: 43.3 - 44.6)
1145,8005086700,"Census Tract 867, Arapahoe County, Colorado",Arapahoe,2946,15,44.9,95% C.I.: 44.3 - 45.4,Middle Quintile,County/Regional Estimate 45.3% (95% C.I.: 43.1 - 47.5),Middle Quintile,State Estimate 44.0% (95% C.I.: 43.3 - 44.6)
1146,8005007103,"Census Tract 71.03, Arapahoe County, Colorado",Arapahoe,1282,15,46.4,95% C.I.: 45.9 - 46.9,Second Quintile,County/Regional Estimate 45.3% (95% C.I.: 43.1 - 47.5),Second Quintile,State Estimate 44.0% (95% C.I.: 43.3 - 44.6)
1147,8005005700,"Census Tract 57, Arapahoe County, Colorado",Arapahoe,3145,15,43.3,95% C.I.: 42.7 - 43.9,Highest Qunitile,County/Regional Estimate 45.3% (95% C.I.: 43.1 - 47.5),Middle Quintile,State Estimate 44.0% (95% C.I.: 43.3 - 44.6)
1148,8005005622,"Census Tract 56.22, Arapahoe County, Colorado",Arapahoe,1859,15,48.4,95% C.I.: 47.9 - 48.9,Lowest Quintile,County/Regional Estimate 45.3% (95% C.I.: 43.1 - 47.5),Lowest Quintile,State Estimate 44.0% (95% C.I.: 43.3 - 44.6)
1149,8005005611,"Census Tract 56.11, Arapahoe County, Colorado",Arapahoe,3940,15,48.3,95% C.I.: 47.7 - 48.8,Lowest Quintile,County/Regional Estimate 45.3% (95% C.I.: 43.1 - 47.5),Lowest Quintile,State Estimate 44.0% (95% C.I.: 43.3 - 44.6)
1150,8005007400,"Census Tract 74, Arapahoe County, Colorado",Arapahoe,3803,15,42.3,95% C.I.: 41.4 - 43.1,Highest Qunitile,County/Regional Estimate 45.3% (95% C.I.: 43.1 - 47.5),Fourth Quintile,State Estimate 44.0% (95% C.I.: 43.3 - 44.6)
1151,8005005553,"Census Tract 55.53, Arapahoe County, Colorado",Arapahoe,2996,15,44.8,95% C.I.: 44.2 - 45.4,Middle Quintile,County/Regional Estimate 45.3% (95% C.I.: 43.1 - 47.5),Middle Quintile,State Estimate 44.0% (95% C.I.: 43.3 - 44.6)
1152,8005005626,"Census Tract 56.26, Arapahoe County, Colorado",Arapahoe,2913,15,48,95% C.I.: 47.4 - 48.5,Lowest Quintile,County/Regional Estimate 45.3% (95% C.I.: 43.1 - 47.5),Lowest Quintile,State Estimate 44.0% (95% C.I.: 43.3 - 44.6)
1153,8005007600,"Census Tract 76, Arapahoe County, Colorado",Arapahoe,2721,15,44,95% C.I.: 43 - 45,Fourth Quintile,County/Regional Estimate 45.3% (95% C.I.: 43.1 - 47.5),Middle Quintile,State Estimate 44.0% (95% C.I.: 43.3 - 44.6)
1154,8041000202,"Census Tract 2.02, El Paso County, Colorado",El Paso,3522,4,45.4,95% C.I.: 44.8 - 46,Second Quintile,County/Regional Estimate 44% (95% C.I.: 42.1 - 45.8),Second Quintile,State Estimate 44.0% (95% C.I.: 43.3 - 44.6)
1155,8041007900,"Census Tract 79, El Paso County, Colorado",El Paso,2255,4,52.7,95% C.I.: 52.1 - 53.3,Lowest Quintile,County/Regional Estimate 44% (95% C.I.: 42.1 - 45.8),Lowest Quintile,State Estimate 44.0% (95% C.I.: 43.3 - 44.6)
1156,8041000102,"Census Tract 1.02, El Paso County, Colorado",El Paso,2855,4,46.7,95% C.I.: 46.1 - 47.2,Lowest Quintile,County/Regional Estimate 44% (95% C.I.: 42.1 - 45.8),Second Quintile,State Estimate 44.0% (95% C.I.: 43.3 - 44.6)
1157,8041004701,"Census Tract 47.01, El Paso County, Colorado",El Paso,3989,4,43.9,95% C.I.: 43.3 - 44.5,Middle Quintile,County/Regional Estimate 44% (95% C.I.: 42.1 - 45.8),Middle Quintile,State Estimate 44.0% (95% C.I.: 43.3 - 44.6)
1158,8041005501,"Census Tract 55.01, El Paso County, Colorado",El Paso,3645,4,44.8,95% C.I.: 44.2 - 45.4,Middle Quintile,County/Regional Estimate 44% (95% C.I.: 42.1 - 45.8),Middle Quintile,State Estimate 44.0% (95% C.I.: 43.3 - 44.6)
1159,8041004901,"Census Tract 49.01, El Paso County, Colorado",El Paso,2815,4,43.1,95% C.I.: 42.5 - 43.7,Fourth Quintile,County/Regional Estimate 44% (95% C.I.: 42.1 - 45.8),Fourth Quintile,State Estimate 44.0% (95% C.I.: 43.3 - 44.6)
1160,8041004902,"Census Tract 49.02, El Paso County, Colorado",El Paso,4677,4,45.7,95% C.I.: 45.1 - 46.3,Second Quintile,County/Regional Estimate 44% (95% C.I.: 42.1 - 45.8),Second Quintile,State Estimate 44.0% (95% C.I.: 43.3 - 44.6)
1161,8041004501,"Census Tract 45.01, El Paso County, Colorado",El Paso,3324,4,42.5,95% C.I.: 41.7 - 43.2,Fourth Quintile,County/Regional Estimate 44% (95% C.I.: 42.1 - 45.8),Fourth Quintile,State Estimate 44.0% (95% C.I.: 43.3 - 44.6)
1162,8041004008,"Census Tract 40.08, El Paso County, Colorado",El Paso,1873,4,38.4,95% C.I.: 37.8 - 39,Highest Qunitile,County/Regional Estimate 44% (95% C.I.: 42.1 - 45.8),Highest Quintile,State Estimate 44.0% (95% C.I.: 43.3 - 44.6)
1163,8041007000,"Census Tract 70, El Paso County, Colorado",El Paso,3039,4,43.6,95% C.I.: 43.1 - 44.1,Fourth Quintile,County/Regional Estimate 44% (95% C.I.: 42.1 - 45.8),Middle Quintile,State Estimate 44.0% (95% C.I.: 43.3 - 44.6)
1164,8041003702,"Census Tract 37.02, El Paso County, Colorado",El Paso,3972,4,48,95% C.I.: 47.5 - 48.5,Lowest Quintile,County/Regional Estimate 44% (95% C.I.: 42.1 - 45.8),Lowest Quintile,State Estimate 44.0% (95% C.I.: 43.3 - 44.6)
1165,8041002800,"Census Tract 28, El Paso County, Colorado",El Paso,4772,4,43.3,95% C.I.: 42.5 - 44,Fourth Quintile,County/Regional Estimate 44% (95% C.I.: 42.1 - 45.8),Middle Quintile,State Estimate 44.0% (95% C.I.: 43.3 - 44.6)
1166,8041001301,"Census Tract 13.01, El Paso County, Colorado",El Paso,1894,4,45.7,95% C.I.: 45.1 - 46.3,Second Quintile,County/Regional Estimate 44% (95% C.I.: 42.1 - 45.8),Second Quintile,State Estimate 44.0% (95% C.I.: 43.3 - 44.6)
1167,8041003902,"Census Tract 39.02, El Paso County, Colorado",El Paso,8358,4,43.3,95% C.I.: 42.8 - 43.8,Fourth Quintile,County/Regional Estimate 44% (95% C.I.: 42.1 - 45.8),Middle Quintile,State Estimate 44.0% (95% C.I.: 43.3 - 44.6)
1168,8041007300,"Census Tract 73, El Paso County, Colorado",El Paso,7324,4,44.8,95% C.I.: 44.3 - 45.3,Middle Quintile,County/Regional Estimate 44% (95% C.I.: 42.1 - 45.8),Middle Quintile,State Estimate 44.0% (95% C.I.: 43.3 - 44.6)
1169,8005083700,"Census Tract 837, Arapahoe County, Colorado",Arapahoe,3342,15,47.9,95% C.I.: 47.3 - 48.6,Lowest Quintile,County/Regional Estimate 45.3% (95% C.I.: 43.1 - 47.5),Lowest Quintile,State Estimate 44.0% (95% C.I.: 43.3 - 44.6)
1170,8005086100,"Census Tract 861, Arapahoe County, Colorado",Arapahoe,3257,15,43.4,95% C.I.: 42.8 - 44,Fourth Quintile,County/Regional Estimate 45.3% (95% C.I.: 43.1 - 47.5),Middle Quintile,State Estimate 44.0% (95% C.I.: 43.3 - 44.6)
1171,8005007107,"Census Tract 71.07, Arapahoe County, Colorado",Arapahoe,5618,15,43.6,95% C.I.: 43 - 44.1,Fourth Quintile,County/Regional Estimate 45.3% (95% C.I.: 43.1 - 47.5),Middle Quintile,State Estimate 44.0% (95% C.I.: 43.3 - 44.6)
1172,8005085100,"Census Tract 851, Arapahoe County, Colorado",Arapahoe,4656,15,44.6,95% C.I.: 44 - 45.3,Fourth Quintile,County/Regional Estimate 45.3% (95% C.I.: 43.1 - 47.5),Middle Quintile,State Estimate 44.0% (95% C.I.: 43.3 - 44.6)
1173,8005085600,"Census Tract 856, Arapahoe County, Colorado",Arapahoe,2316,15,45.1,95% C.I.: 44.5 - 45.7,Middle Quintile,County/Regional Estimate 45.3% (95% C.I.: 43.1 - 47.5),Middle Quintile,State Estimate 44.0% (95% C.I.: 43.3 - 44.6)
1174,8005085500,"Census Tract 855, Arapahoe County, Colorado",Arapahoe,4197,15,45,95% C.I.: 44.4 - 45.6,Middle Quintile,County/Regional Estimate 45.3% (95% C.I.: 43.1 - 47.5),Middle Quintile,State Estimate 44.0% (95% C.I.: 43.3 - 44.6)
1175,8005087000,"Census Tract 870, Arapahoe County, Colorado",Arapahoe,4270,15,41.5,95% C.I.: 40.8 - 42.2,Highest Qunitile,County/Regional Estimate 45.3% (95% C.I.: 43.1 - 47.5),Fourth Quintile,State Estimate 44.0% (95% C.I.: 43.3 - 44.6)
1176,8005086800,"Census Tract 868, Arapahoe County, Colorado",Arapahoe,5571,15,43,95% C.I.: 42.2 - 43.7,Highest Qunitile,County/Regional Estimate 45.3% (95% C.I.: 43.1 - 47.5),Fourth Quintile,State Estimate 44.0% (95% C.I.: 43.3 - 44.6)
1177,8005005551,"Census Tract 55.51, Arapahoe County, Colorado",Arapahoe,2761,15,44.8,95% C.I.: 44 - 45.6,Middle Quintile,County/Regional Estimate 45.3% (95% C.I.: 43.1 - 47.5),Middle Quintile,State Estimate 44.0% (95% C.I.: 43.3 - 44.6)
1178,8005007702,"Census Tract 77.02, Arapahoe County, Colorado",Arapahoe,3220,15,43.2,95% C.I.: 42.4 - 44,Highest Qunitile,County/Regional Estimate 45.3% (95% C.I.: 43.1 - 47.5),Middle Quintile,State Estimate 44.0% (95% C.I.: 43.3 - 44.6)
1179,8005080100,"Census Tract 801, Arapahoe County, Colorado",Arapahoe,3407,15,43.9,95% C.I.: 43.1 - 44.7,Fourth Quintile,County/Regional Estimate 45.3% (95% C.I.: 43.1 - 47.5),Middle Quintile,State Estimate 44.0% (95% C.I.: 43.3 - 44.6)
1180,8005084800,"Census Tract 848, Arapahoe County, Colorado",Arapahoe,2547,15,44.2,95% C.I.: 43.7 - 44.7,Fourth Quintile,County/Regional Estimate 45.3% (95% C.I.: 43.1 - 47.5),Middle Quintile,State Estimate 44.0% (95% C.I.: 43.3 - 44.6)
1181,8005007101,"Census Tract 71.01, Arapahoe County, Colorado",Arapahoe,3975,15,47,95% C.I.: 46.5 - 47.6,Second Quintile,County/Regional Estimate 45.3% (95% C.I.: 43.1 - 47.5),Second Quintile,State Estimate 44.0% (95% C.I.: 43.3 - 44.6)
1182,8005081900,"Census Tract 819, Arapahoe County, Colorado",Arapahoe,4826,15,44.1,95% C.I.: 43.3 - 45,Fourth Quintile,County/Regional Estimate 45.3% (95% C.I.: 43.1 - 47.5),Middle Quintile,State Estimate 44.0% (95% C.I.: 43.3 - 44.6)
1183,8005082000,"Census Tract 820, Arapahoe County, Colorado",Arapahoe,3006,15,41.1,95% C.I.: 40.2 - 41.9,Highest Qunitile,County/Regional Estimate 45.3% (95% C.I.: 43.1 - 47.5),Fourth Quintile,State Estimate 44.0% (95% C.I.: 43.3 - 44.6)
1184,8005081400,"Census Tract 814, Arapahoe County, Colorado",Arapahoe,3363,15,49.6,95% C.I.: 49 - 50.3,Lowest Quintile,County/Regional Estimate 45.3% (95% C.I.: 43.1 - 47.5),Lowest Quintile,State Estimate 44.0% (95% C.I.: 43.3 - 44.6)
1185,8005007202,"Census Tract 72.02, Arapahoe County, Colorado",Arapahoe,2793,15,41.6,95% C.I.: 40.8 - 42.5,Highest Qunitile,County/Regional Estimate 45.3% (95% C.I.: 43.1 - 47.5),Fourth Quintile,State Estimate 44.0% (95% C.I.: 43.3 - 44.6)
1186,8041007500,"Census Tract 75, El Paso County, Colorado",El Paso,6410,4,45.6,95% C.I.: 45.1 - 46.1,Second Quintile,County/Regional Estimate 44% (95% C.I.: 42.1 - 45.8),Second Quintile,State Estimate 44.0% (95% C.I.: 43.3 - 44.6)
1187,8041003909,"Census Tract 39.09, El Paso County, Colorado",El Paso,5125,4,45.4,95% C.I.: 45 - 45.9,Second Quintile,County/Regional Estimate 44% (95% C.I.: 42.1 - 45.8),Second Quintile,State Estimate 44.0% (95% C.I.: 43.3 - 44.6)
1188,8041002300,"Census Tract 23, El Paso County, Colorado",El Paso,1605,4,45.6,95% C.I.: 44.8 - 46.3,Second Quintile,County/Regional Estimate 44% (95% C.I.: 42.1 - 45.8),Second Quintile,State Estimate 44.0% (95% C.I.: 43.3 - 44.6)
1189,8005087200,"Census Tract 872, Arapahoe County, Colorado",Arapahoe,3525,15,43.3,95% C.I.: 42.6 - 44,Highest Qunitile,County/Regional Estimate 45.3% (95% C.I.: 43.1 - 47.5),Middle Quintile,State Estimate 44.0% (95% C.I.: 43.3 - 44.6)
1190,8005085000,"Census Tract 850, Arapahoe County, Colorado",Arapahoe,1235,15,44.6,95% C.I.: 44 - 45.3,Fourth Quintile,County/Regional Estimate 45.3% (95% C.I.: 43.1 - 47.5),Middle Quintile,State Estimate 44.0% (95% C.I.: 43.3 - 44.6)
1191,8005083800,"Census Tract 838, Arapahoe County, Colorado",Arapahoe,2339,15,45,95% C.I.: 44.4 - 45.7,Middle Quintile,County/Regional Estimate 45.3% (95% C.I.: 43.1 - 47.5),Middle Quintile,State Estimate 44.0% (95% C.I.: 43.3 - 44.6)
1192,8005007105,"Census Tract 71.05, Arapahoe County, Colorado",Arapahoe,3718,15,44.8,95% C.I.: 44.1 - 45.4,Middle Quintile,County/Regional Estimate 45.3% (95% C.I.: 43.1 - 47.5),Middle Quintile,State Estimate 44.0% (95% C.I.: 43.3 - 44.6)
1193,8005007104,"Census Tract 71.04, Arapahoe County, Colorado",Arapahoe,3672,15,41.6,95% C.I.: 40.9 - 42.2,Highest Qunitile,County/Regional Estimate 45.3% (95% C.I.: 43.1 - 47.5),Fourth Quintile,State Estimate 44.0% (95% C.I.: 43.3 - 44.6)
1194,8005086000,"Census Tract 860, Arapahoe County, Colorado",Arapahoe,5359,15,43.5,95% C.I.: 42.9 - 44.1,Fourth Quintile,County/Regional Estimate 45.3% (95% C.I.: 43.1 - 47.5),Middle Quintile,State Estimate 44.0% (95% C.I.: 43.3 - 44.6)
1195,8005007106,"Census Tract 71.06, Arapahoe County, Colorado",Arapahoe,3945,15,42.5,95% C.I.: 41.9 - 43.1,Highest Qunitile,County/Regional Estimate 45.3% (95% C.I.: 43.1 - 47.5),Fourth Quintile,State Estimate 44.0% (95% C.I.: 43.3 - 44.6)
1196,8005083100,"Census Tract 831, Arapahoe County, Colorado",Arapahoe,4921,15,43.6,95% C.I.: 42.9 - 44.3,Fourth Quintile,County/Regional Estimate 45.3% (95% C.I.: 43.1 - 47.5),Middle Quintile,State Estimate 44.0% (95% C.I.: 43.3 - 44.6)
1197,8005080600,"Census Tract 806, Arapahoe County, Colorado",Arapahoe,2762,15,45.7,95% C.I.: 45 - 46.3,Second Quintile,County/Regional Estimate 45.3% (95% C.I.: 43.1 - 47.5),Second Quintile,State Estimate 44.0% (95% C.I.: 43.3 - 44.6)
1198,8005007302,"Census Tract 73.02, Arapahoe County, Colorado",Arapahoe,3582,15,39.7,95% C.I.: 38.7 - 40.6,Highest Qunitile,County/Regional Estimate 45.3% (95% C.I.: 43.1 - 47.5),Highest Quintile,State Estimate 44.0% (95% C.I.: 43.3 - 44.6)
1199,8005080000,"Census Tract 800, Arapahoe County, Colorado",Arapahoe,2445,15,44.4,95% C.I.: 43.7 - 45.1,Fourth Quintile,County/Regional Estimate 45.3% (95% C.I.: 43.1 - 47.5),Middle Quintile,State Estimate 44.0% (95% C.I.: 43.3 - 44.6)
1200,8005006854,"Census Tract 68.54, Arapahoe County, Colorado",Arapahoe,2264,15,44.3,95% C.I.: 43.6 - 44.9,Fourth Quintile,County/Regional Estimate 45.3% (95% C.I.: 43.1 - 47.5),Middle Quintile,State Estimate 44.0% (95% C.I.: 43.3 - 44.6)
1201,8005007201,"Census Tract 72.01, Arapahoe County, Colorado",Arapahoe,2990,15,44.6,95% C.I.: 43.7 - 45.5,Fourth Quintile,County/Regional Estimate 45.3% (95% C.I.: 43.1 - 47.5),Middle Quintile,State Estimate 44.0% (95% C.I.: 43.3 - 44.6)
1202,8005083600,"Census Tract 836, Arapahoe County, Colorado",Arapahoe,2769,15,45.6,95% C.I.: 44.9 - 46.2,Middle Quintile,County/Regional Estimate 45.3% (95% C.I.: 43.1 - 47.5),Second Quintile,State Estimate 44.0% (95% C.I.: 43.3 - 44.6)
1203,8005086600,"Census Tract 866, Arapahoe County, Colorado",Arapahoe,4981,15,51.7,95% C.I.: 51.1 - 52.2,Lowest Quintile,County/Regional Estimate 45.3% (95% C.I.: 43.1 - 47.5),Lowest Quintile,State Estimate 44.0% (95% C.I.: 43.3 - 44.6)
1204,8005085300,"Census Tract 853, Arapahoe County, Colorado",Arapahoe,1928,15,45.5,95% C.I.: 45 - 46.1,Middle Quintile,County/Regional Estimate 45.3% (95% C.I.: 43.1 - 47.5),Second Quintile,State Estimate 44.0% (95% C.I.: 43.3 - 44.6)
1205,8005085200,"Census Tract 852, Arapahoe County, Colorado",Arapahoe,2190,15,47.2,95% C.I.: 46.7 - 47.7,Second Quintile,County/Regional Estimate 45.3% (95% C.I.: 43.1 - 47.5),Second Quintile,State Estimate 44.0% (95% C.I.: 43.3 - 44.6)
1206,8005086500,"Census Tract 865, Arapahoe County, Colorado",Arapahoe,3860,15,45.1,95% C.I.: 44.5 - 45.7,Middle Quintile,County/Regional Estimate 45.3% (95% C.I.: 43.1 - 47.5),Middle Quintile,State Estimate 44.0% (95% C.I.: 43.3 - 44.6)
1207,8005086300,"Census Tract 863, Arapahoe County, Colorado",Arapahoe,3529,15,43.5,95% C.I.: 42.8 - 44.1,Fourth Quintile,County/Regional Estimate 45.3% (95% C.I.: 43.1 - 47.5),Middle Quintile,State Estimate 44.0% (95% C.I.: 43.3 - 44.6)
1208,8005006856,"Census Tract 68.56, Arapahoe County, Colorado",Arapahoe,6793,15,41.9,95% C.I.: 41.3 - 42.5,Highest Qunitile,County/Regional Estimate 45.3% (95% C.I.: 43.1 - 47.5),Fourth Quintile,State Estimate 44.0% (95% C.I.: 43.3 - 44.6)
1209,8005006857,"Census Tract 68.57, Arapahoe County, Colorado",Arapahoe,1732,15,48.8,95% C.I.: 48.3 - 49.3,Lowest Quintile,County/Regional Estimate 45.3% (95% C.I.: 43.1 - 47.5),Lowest Quintile,State Estimate 44.0% (95% C.I.: 43.3 - 44.6)
1210,8005006501,"Census Tract 65.01, Arapahoe County, Colorado",Arapahoe,2007,15,41.5,95% C.I.: 40.9 - 42.1,Highest Qunitile,County/Regional Estimate 45.3% (95% C.I.: 43.1 - 47.5),Fourth Quintile,State Estimate 44.0% (95% C.I.: 43.3 - 44.6)
1211,8005005623,"Census Tract 56.23, Arapahoe County, Colorado",Arapahoe,3326,15,48,95% C.I.: 47.5 - 48.5,Lowest Quintile,County/Regional Estimate 45.3% (95% C.I.: 43.1 - 47.5),Lowest Quintile,State Estimate 44.0% (95% C.I.: 43.3 - 44.6)
1212,8005006713,"Census Tract 67.13, Arapahoe County, Colorado",Arapahoe,1363,15,42.1,95% C.I.: 41.5 - 42.7,Highest Qunitile,County/Regional Estimate 45.3% (95% C.I.: 43.1 - 47.5),Fourth Quintile,State Estimate 44.0% (95% C.I.: 43.3 - 44.6)
1213,8005006858,"Census Tract 68.58, Arapahoe County, Colorado",Arapahoe,4123,15,44.2,95% C.I.: 43.6 - 44.8,Fourth Quintile,County/Regional Estimate 45.3% (95% C.I.: 43.1 - 47.5),Middle Quintile,State Estimate 44.0% (95% C.I.: 43.3 - 44.6)
1214,8005005635,"Census Tract 56.35, Arapahoe County, Colorado",Arapahoe,4018,15,51,95% C.I.: 50.5 - 51.5,Lowest Quintile,County/Regional Estimate 45.3% (95% C.I.: 43.1 - 47.5),Lowest Quintile,State Estimate 44.0% (95% C.I.: 43.3 - 44.6)
1215,8005006712,"Census Tract 67.12, Arapahoe County, Colorado",Arapahoe,1090,15,50.3,95% C.I.: 49.7 - 50.8,Lowest Quintile,County/Regional Estimate 45.3% (95% C.I.: 43.1 - 47.5),Lowest Quintile,State Estimate 44.0% (95% C.I.: 43.3 - 44.6)
1216,8005005636,"Census Tract 56.36, Arapahoe County, Colorado",Arapahoe,1328,15,49.7,95% C.I.: 49.2 - 50.2,Lowest Quintile,County/Regional Estimate 45.3% (95% C.I.: 43.1 - 47.5),Lowest Quintile,State Estimate 44.0% (95% C.I.: 43.3 - 44.6)
1217,8005004951,"Census Tract 49.51, Arapahoe County, Colorado",Arapahoe,2181,15,40.2,95% C.I.: 39.6 - 40.8,Highest Qunitile,County/Regional Estimate 45.3% (95% C.I.: 43.1 - 47.5),Highest Quintile,State Estimate 44.0% (95% C.I.: 43.3 - 44.6)
