OBJECTID,Census_Tract_FIPS,Census_Tract_Name,County_Name,Adult_Population_Age18_and_over,Health_Statistics_Region,NoCheckUp_Census_Tract_Estimate,NoCheckUp_Estimate_Confidence_Interval,NoCheckUp_Map_Symbol_withinHSR,NoCheckUp_County_Regional_Estimate,NoCheckUp_Map_Symbol_State,NoCheckUp_State_Estimate
285,8069001109,"Census Tract 11.09, Larimer County, Colorado",Larimer,3578,2,39.6,95% C.I.: 39 - 40.3,Fourth Quintile,County/Regional Estimate 37% (95% C.I.: 34.7 - 39.4),Fourth Quintile,State Estimate 37.4% (95% C.I.: 36.8 - 38.0)
286,8069001106,"Census Tract 11.06, Larimer County, Colorado",Larimer,4021,2,40.2,95% C.I.: 39.6 - 40.8,Highest Quintile,County/Regional Estimate 37% (95% C.I.: 34.7 - 39.4),Fourth Quintile,State Estimate 37.4% (95% C.I.: 36.8 - 38.0)
287,8069001111,"Census Tract 11.11, Larimer County, Colorado",Larimer,2161,2,40.6,95% C.I.: 39.9 - 41.3,Highest Quintile,County/Regional Estimate 37% (95% C.I.: 34.7 - 39.4),Fourth Quintile,State Estimate 37.4% (95% C.I.: 36.8 - 38.0)
288,8001009203,"Census Tract 92.03, Adams County, Colorado",Adams,3009,14,44.9,95% C.I.: 44.2 - 45.7,Highest Quintile,County/Regional Estimate 39.6% (95% C.I.: 37.1 - 42),Highest Quintile,State Estimate 37.4% (95% C.I.: 36.8 - 38.0)
289,8001008505,"Census Tract 85.05, Adams County, Colorado",Adams,5419,14,40,95% C.I.: 39.4 - 40.6,Second Quintile,County/Regional Estimate 39.6% (95% C.I.: 37.1 - 42),Fourth Quintile,State Estimate 37.4% (95% C.I.: 36.8 - 38.0)
290,8001008506,"Census Tract 85.06, Adams County, Colorado",Adams,4933,14,40.6,95% C.I.: 40 - 41.3,Middle Quintile,County/Regional Estimate 39.6% (95% C.I.: 37.1 - 42),Fourth Quintile,State Estimate 37.4% (95% C.I.: 36.8 - 38.0)
291,8001009501,"Census Tract 95.01, Adams County, Colorado",Adams,2321,14,40.8,95% C.I.: 40.1 - 41.5,Middle Quintile,County/Regional Estimate 39.6% (95% C.I.: 37.1 - 42),Fourth Quintile,State Estimate 37.4% (95% C.I.: 36.8 - 38.0)
292,8001009502,"Census Tract 95.02, Adams County, Colorado",Adams,3383,14,40.9,95% C.I.: 40.1 - 41.6,Middle Quintile,County/Regional Estimate 39.6% (95% C.I.: 37.1 - 42),Fourth Quintile,State Estimate 37.4% (95% C.I.: 36.8 - 38.0)
293,8001009309,"Census Tract 93.09, Adams County, Colorado",Adams,3117,14,38.5,95% C.I.: 37.7 - 39.3,Lowest Quintile,County/Regional Estimate 39.6% (95% C.I.: 37.1 - 42),Middle Quintile,State Estimate 37.4% (95% C.I.: 36.8 - 38.0)
294,8001009310,"Census Tract 93.10, Adams County, Colorado",Adams,4211,14,40.5,95% C.I.: 39.8 - 41.2,Second Quintile,County/Regional Estimate 39.6% (95% C.I.: 37.1 - 42),Fourth Quintile,State Estimate 37.4% (95% C.I.: 36.8 - 38.0)
295,8001009319,"Census Tract 93.19, Adams County, Colorado",Adams,1702,14,40.7,95% C.I.: 40.1 - 41.4,Middle Quintile,County/Regional Estimate 39.6% (95% C.I.: 37.1 - 42),Fourth Quintile,State Estimate 37.4% (95% C.I.: 36.8 - 38.0)
296,8069001110,"Census Tract 11.10, Larimer County, Colorado",Larimer,4787,2,40.4,95% C.I.: 39.7 - 41.1,Highest Quintile,County/Regional Estimate 37% (95% C.I.: 34.7 - 39.4),Fourth Quintile,State Estimate 37.4% (95% C.I.: 36.8 - 38.0)
297,8069001008,"Census Tract 10.08, Larimer County, Colorado",Larimer,1643,2,37.8,95% C.I.: 37.1 - 38.4,Middle Quintile,County/Regional Estimate 37% (95% C.I.: 34.7 - 39.4),Middle Quintile,State Estimate 37.4% (95% C.I.: 36.8 - 38.0)
298,8069001004,"Census Tract 10.04, Larimer County, Colorado",Larimer,2626,2,35.4,95% C.I.: 34.8 - 36.1,Second Quintile,County/Regional Estimate 37% (95% C.I.: 34.7 - 39.4),Second Quintile,State Estimate 37.4% (95% C.I.: 36.8 - 38.0)
299,8069001003,"Census Tract 10.03, Larimer County, Colorado",Larimer,4090,2,37.1,95% C.I.: 36.5 - 37.7,Middle Quintile,County/Regional Estimate 37% (95% C.I.: 34.7 - 39.4),Middle Quintile,State Estimate 37.4% (95% C.I.: 36.8 - 38.0)
300,8069000902,"Census Tract 9.02, Larimer County, Colorado",Larimer,2993,2,39,95% C.I.: 38.3 - 39.6,Fourth Quintile,County/Regional Estimate 37% (95% C.I.: 34.7 - 39.4),Fourth Quintile,State Estimate 37.4% (95% C.I.: 36.8 - 38.0)
301,8069001603,"Census Tract 16.03, Larimer County, Colorado",Larimer,4185,2,39.3,95% C.I.: 38.5 - 40,Fourth Quintile,County/Regional Estimate 37% (95% C.I.: 34.7 - 39.4),Fourth Quintile,State Estimate 37.4% (95% C.I.: 36.8 - 38.0)
302,8069000901,"Census Tract 9.01, Larimer County, Colorado",Larimer,4742,2,37.5,95% C.I.: 36.9 - 38.1,Middle Quintile,County/Regional Estimate 37% (95% C.I.: 34.7 - 39.4),Middle Quintile,State Estimate 37.4% (95% C.I.: 36.8 - 38.0)
303,8069001304,"Census Tract 13.04, Larimer County, Colorado",Larimer,1803,2,36,95% C.I.: 35 - 37.1,Second Quintile,County/Regional Estimate 37% (95% C.I.: 34.7 - 39.4),Second Quintile,State Estimate 37.4% (95% C.I.: 36.8 - 38.0)
304,8069000700,"Census Tract 7, Larimer County, Colorado",Larimer,2545,2,40.6,95% C.I.: 40 - 41.2,Highest Quintile,County/Regional Estimate 37% (95% C.I.: 34.7 - 39.4),Fourth Quintile,State Estimate 37.4% (95% C.I.: 36.8 - 38.0)
305,8001009316,"Census Tract 93.16, Adams County, Colorado",Adams,5222,14,39.2,95% C.I.: 38.6 - 39.8,Lowest Quintile,County/Regional Estimate 39.6% (95% C.I.: 37.1 - 42),Fourth Quintile,State Estimate 37.4% (95% C.I.: 36.8 - 38.0)
306,8001009603,"Census Tract 96.03, Adams County, Colorado",Adams,4509,14,42.5,95% C.I.: 41.8 - 43.2,Highest Quintile,County/Regional Estimate 39.6% (95% C.I.: 37.1 - 42),Highest Quintile,State Estimate 37.4% (95% C.I.: 36.8 - 38.0)
307,8001009321,"Census Tract 93.21, Adams County, Colorado",Adams,2796,14,41.9,95% C.I.: 41.2 - 42.6,Fourth Quintile,County/Regional Estimate 39.6% (95% C.I.: 37.1 - 42),Highest Quintile,State Estimate 37.4% (95% C.I.: 36.8 - 38.0)
308,8001009407,"Census Tract 94.07, Adams County, Colorado",Adams,3919,14,41.1,95% C.I.: 40.4 - 41.8,Fourth Quintile,County/Regional Estimate 39.6% (95% C.I.: 37.1 - 42),Highest Quintile,State Estimate 37.4% (95% C.I.: 36.8 - 38.0)
309,8001009323,"Census Tract 93.23, Adams County, Colorado",Adams,2934,14,42.2,95% C.I.: 41.5 - 42.9,Highest Quintile,County/Regional Estimate 39.6% (95% C.I.: 37.1 - 42),Highest Quintile,State Estimate 37.4% (95% C.I.: 36.8 - 38.0)
310,8001009411,"Census Tract 94.11, Adams County, Colorado",Adams,2422,14,40.6,95% C.I.: 40 - 41.2,Middle Quintile,County/Regional Estimate 39.6% (95% C.I.: 37.1 - 42),Fourth Quintile,State Estimate 37.4% (95% C.I.: 36.8 - 38.0)
311,8001009307,"Census Tract 93.07, Adams County, Colorado",Adams,2775,14,40.3,95% C.I.: 39.5 - 41,Second Quintile,County/Regional Estimate 39.6% (95% C.I.: 37.1 - 42),Fourth Quintile,State Estimate 37.4% (95% C.I.: 36.8 - 38.0)
312,8069000600,"Census Tract 6, Larimer County, Colorado",Larimer,6433,2,44.3,95% C.I.: 43.6 - 45,Highest Quintile,County/Regional Estimate 37% (95% C.I.: 34.7 - 39.4),Highest Quintile,State Estimate 37.4% (95% C.I.: 36.8 - 38.0)
313,8069001009,"Census Tract 10.09, Larimer County, Colorado",Larimer,4613,2,35.6,95% C.I.: 35 - 36.2,Second Quintile,County/Regional Estimate 37% (95% C.I.: 34.7 - 39.4),Second Quintile,State Estimate 37.4% (95% C.I.: 36.8 - 38.0)
314,8069000100,"Census Tract 1, Larimer County, Colorado",Larimer,2442,2,40.1,95% C.I.: 39.5 - 40.7,Fourth Quintile,County/Regional Estimate 37% (95% C.I.: 34.7 - 39.4),Fourth Quintile,State Estimate 37.4% (95% C.I.: 36.8 - 38.0)
315,8069002300,"Census Tract 23, Larimer County, Colorado",Larimer,2688,2,35.7,95% C.I.: 35.1 - 36.3,Second Quintile,County/Regional Estimate 37% (95% C.I.: 34.7 - 39.4),Second Quintile,State Estimate 37.4% (95% C.I.: 36.8 - 38.0)
316,8069001602,"Census Tract 16.02, Larimer County, Colorado",Larimer,3864,2,39,95% C.I.: 38.3 - 39.6,Fourth Quintile,County/Regional Estimate 37% (95% C.I.: 34.7 - 39.4),Fourth Quintile,State Estimate 37.4% (95% C.I.: 36.8 - 38.0)
317,8069001306,"Census Tract 13.06, Larimer County, Colorado",Larimer,1920,2,44.8,95% C.I.: 43.9 - 45.6,Highest Quintile,County/Regional Estimate 37% (95% C.I.: 34.7 - 39.4),Highest Quintile,State Estimate 37.4% (95% C.I.: 36.8 - 38.0)
318,8069001305,"Census Tract 13.05, Larimer County, Colorado",Larimer,1929,2,40.2,95% C.I.: 39.5 - 40.9,Fourth Quintile,County/Regional Estimate 37% (95% C.I.: 34.7 - 39.4),Fourth Quintile,State Estimate 37.4% (95% C.I.: 36.8 - 38.0)
319,8059010209,"Census Tract 102.09, Jefferson County, Colorado",Jefferson,4893,21,38.2,95% C.I.: 37.6 - 38.9,Fourth Quintile,County/Regional Estimate 36.8% (95% C.I.: 34.7 - 38.8),Middle Quintile,State Estimate 37.4% (95% C.I.: 36.8 - 38.0)
320,8059010305,"Census Tract 103.05, Jefferson County, Colorado",Jefferson,3053,21,40.4,95% C.I.: 39.8 - 40.9,Highest Quintile,County/Regional Estimate 36.8% (95% C.I.: 34.7 - 38.8),Fourth Quintile,State Estimate 37.4% (95% C.I.: 36.8 - 38.0)
321,8059009832,"Census Tract 98.32, Jefferson County, Colorado",Jefferson,2276,21,38.5,95% C.I.: 37.9 - 39.1,Fourth Quintile,County/Regional Estimate 36.8% (95% C.I.: 34.7 - 38.8),Middle Quintile,State Estimate 37.4% (95% C.I.: 36.8 - 38.0)
322,8059009833,"Census Tract 98.33, Jefferson County, Colorado",Jefferson,4615,21,37,95% C.I.: 36.4 - 37.6,Middle Quintile,County/Regional Estimate 36.8% (95% C.I.: 34.7 - 38.8),Middle Quintile,State Estimate 37.4% (95% C.I.: 36.8 - 38.0)
323,8059009834,"Census Tract 98.34, Jefferson County, Colorado",Jefferson,3658,21,37.4,95% C.I.: 36.9 - 37.9,Middle Quintile,County/Regional Estimate 36.8% (95% C.I.: 34.7 - 38.8),Middle Quintile,State Estimate 37.4% (95% C.I.: 36.8 - 38.0)
324,8059009831,"Census Tract 98.31, Jefferson County, Colorado",Jefferson,2249,21,40,95% C.I.: 39.3 - 40.8,Highest Quintile,County/Regional Estimate 36.8% (95% C.I.: 34.7 - 38.8),Fourth Quintile,State Estimate 37.4% (95% C.I.: 36.8 - 38.0)
325,8059010210,"Census Tract 102.10, Jefferson County, Colorado",Jefferson,3027,21,35.6,95% C.I.: 35.1 - 36.1,Second Quintile,County/Regional Estimate 36.8% (95% C.I.: 34.7 - 38.8),Second Quintile,State Estimate 37.4% (95% C.I.: 36.8 - 38.0)
326,8059010206,"Census Tract 102.06, Jefferson County, Colorado",Jefferson,3251,21,36.9,95% C.I.: 36.5 - 37.3,Middle Quintile,County/Regional Estimate 36.8% (95% C.I.: 34.7 - 38.8),Middle Quintile,State Estimate 37.4% (95% C.I.: 36.8 - 38.0)
327,8059009835,"Census Tract 98.35, Jefferson County, Colorado",Jefferson,3106,21,35.3,95% C.I.: 34.8 - 35.7,Lowest Quintile,County/Regional Estimate 36.8% (95% C.I.: 34.7 - 38.8),Second Quintile,State Estimate 37.4% (95% C.I.: 36.8 - 38.0)
328,8059009828,"Census Tract 98.28, Jefferson County, Colorado",Jefferson,4354,21,36.2,95% C.I.: 35.6 - 36.7,Second Quintile,County/Regional Estimate 36.8% (95% C.I.: 34.7 - 38.8),Second Quintile,State Estimate 37.4% (95% C.I.: 36.8 - 38.0)
329,8059010205,"Census Tract 102.05, Jefferson County, Colorado",Jefferson,1951,21,32.9,95% C.I.: 32.5 - 33.3,Lowest Quintile,County/Regional Estimate 36.8% (95% C.I.: 34.7 - 38.8),Lowest Quintile,State Estimate 37.4% (95% C.I.: 36.8 - 38.0)
330,8059010303,"Census Tract 103.03, Jefferson County, Colorado",Jefferson,4335,21,36.7,95% C.I.: 36.2 - 37.2,Second Quintile,County/Regional Estimate 36.8% (95% C.I.: 34.7 - 38.8),Middle Quintile,State Estimate 37.4% (95% C.I.: 36.8 - 38.0)
331,8087000600,"Census Tract 6, Morgan County, Colorado",Morgan,4253,1,36.1,95% C.I.: 33.5 - 39.7,Fourth Quintile,County/Regional Estimate 37.8% (95% C.I.: 31.7 - 43.8),Second Quintile,State Estimate 37.4% (95% C.I.: 36.8 - 38.0)
332,8087000200,"Census Tract 2, Morgan County, Colorado",Morgan,2217,1,33.5,95% C.I.: 31.4 - 35.9,Lowest Quintile,County/Regional Estimate 37.8% (95% C.I.: 31.7 - 43.8),Lowest Quintile,State Estimate 37.4% (95% C.I.: 36.8 - 38.0)
333,8087000100,"Census Tract 1, Morgan County, Colorado",Morgan,2135,1,33.8,95% C.I.: 31.6 - 36.5,Second Quintile,County/Regional Estimate 37.8% (95% C.I.: 31.7 - 43.8),Lowest Quintile,State Estimate 37.4% (95% C.I.: 36.8 - 38.0)
334,8087000500,"Census Tract 5, Morgan County, Colorado",Morgan,1801,1,38.9,95% C.I.: 36.2 - 42.1,Fourth Quintile,County/Regional Estimate 37.8% (95% C.I.: 31.7 - 43.8),Fourth Quintile,State Estimate 37.4% (95% C.I.: 36.8 - 38.0)
335,8087000800,"Census Tract 8, Morgan County, Colorado",Morgan,1425,1,33.4,95% C.I.: 31.3 - 35.6,Lowest Quintile,County/Regional Estimate 37.8% (95% C.I.: 31.7 - 43.8),Lowest Quintile,State Estimate 37.4% (95% C.I.: 36.8 - 38.0)
336,8087000400,"Census Tract 4, Morgan County, Colorado",Morgan,3094,1,36.7,95% C.I.: 34.3 - 39.3,Fourth Quintile,County/Regional Estimate 37.8% (95% C.I.: 31.7 - 43.8),Middle Quintile,State Estimate 37.4% (95% C.I.: 36.8 - 38.0)
337,8087000300,"Census Tract 3, Morgan County, Colorado",Morgan,1686,1,35.1,95% C.I.: 32.8 - 38.1,Middle Quintile,County/Regional Estimate 37.8% (95% C.I.: 31.7 - 43.8),Second Quintile,State Estimate 37.4% (95% C.I.: 36.8 - 38.0)
338,8087000700,"Census Tract 7, Morgan County, Colorado",Morgan,4086,1,35.5,95% C.I.: 33.3 - 38.3,Middle Quintile,County/Regional Estimate 37.8% (95% C.I.: 31.7 - 43.8),Second Quintile,State Estimate 37.4% (95% C.I.: 36.8 - 38.0)
339,8059009830,"Census Tract 98.30, Jefferson County, Colorado",Jefferson,1856,21,37.3,95% C.I.: 36.7 - 37.9,Middle Quintile,County/Regional Estimate 36.8% (95% C.I.: 34.7 - 38.8),Middle Quintile,State Estimate 37.4% (95% C.I.: 36.8 - 38.0)
340,8059009829,"Census Tract 98.29, Jefferson County, Colorado",Jefferson,1445,21,39.2,95% C.I.: 38.7 - 39.7,Highest Quintile,County/Regional Estimate 36.8% (95% C.I.: 34.7 - 38.8),Fourth Quintile,State Estimate 37.4% (95% C.I.: 36.8 - 38.0)
341,8059010212,"Census Tract 102.12, Jefferson County, Colorado",Jefferson,3435,21,39.2,95% C.I.: 38.6 - 39.8,Highest Quintile,County/Regional Estimate 36.8% (95% C.I.: 34.7 - 38.8),Fourth Quintile,State Estimate 37.4% (95% C.I.: 36.8 - 38.0)
342,8059009824,"Census Tract 98.24, Jefferson County, Colorado",Jefferson,3770,21,39.5,95% C.I.: 38.9 - 40,Highest Quintile,County/Regional Estimate 36.8% (95% C.I.: 34.7 - 38.8),Fourth Quintile,State Estimate 37.4% (95% C.I.: 36.8 - 38.0)
343,8059009823,"Census Tract 98.23, Jefferson County, Colorado",Jefferson,3697,21,38.7,95% C.I.: 38.2 - 39.2,Fourth Quintile,County/Regional Estimate 36.8% (95% C.I.: 34.7 - 38.8),Fourth Quintile,State Estimate 37.4% (95% C.I.: 36.8 - 38.0)
344,8059010208,"Census Tract 102.08, Jefferson County, Colorado",Jefferson,4717,21,37.3,95% C.I.: 36.8 - 37.8,Middle Quintile,County/Regional Estimate 36.8% (95% C.I.: 34.7 - 38.8),Middle Quintile,State Estimate 37.4% (95% C.I.: 36.8 - 38.0)
345,8059010213,"Census Tract 102.13, Jefferson County, Colorado",Jefferson,3945,21,39,95% C.I.: 38.5 - 39.6,Fourth Quintile,County/Regional Estimate 36.8% (95% C.I.: 34.7 - 38.8),Fourth Quintile,State Estimate 37.4% (95% C.I.: 36.8 - 38.0)
346,8059010304,"Census Tract 103.04, Jefferson County, Colorado",Jefferson,2264,21,36.2,95% C.I.: 35.7 - 36.7,Second Quintile,County/Regional Estimate 36.8% (95% C.I.: 34.7 - 38.8),Second Quintile,State Estimate 37.4% (95% C.I.: 36.8 - 38.0)
347,8059009839,"Census Tract 98.39, Jefferson County, Colorado",Jefferson,1809,21,38.2,95% C.I.: 37.8 - 38.7,Fourth Quintile,County/Regional Estimate 36.8% (95% C.I.: 34.7 - 38.8),Middle Quintile,State Estimate 37.4% (95% C.I.: 36.8 - 38.0)
348,8059060300,"Census Tract 603, Jefferson County, Colorado",Jefferson,3502,21,38.8,95% C.I.: 38.3 - 39.4,Fourth Quintile,County/Regional Estimate 36.8% (95% C.I.: 34.7 - 38.8),Fourth Quintile,State Estimate 37.4% (95% C.I.: 36.8 - 38.0)
349,8059060500,"Census Tract 605, Jefferson County, Colorado",Jefferson,4012,21,36.7,95% C.I.: 36.3 - 37.2,Middle Quintile,County/Regional Estimate 36.8% (95% C.I.: 34.7 - 38.8),Middle Quintile,State Estimate 37.4% (95% C.I.: 36.8 - 38.0)
350,8059060400,"Census Tract 604, Jefferson County, Colorado",Jefferson,2736,21,38.8,95% C.I.: 38.3 - 39.4,Fourth Quintile,County/Regional Estimate 36.8% (95% C.I.: 34.7 - 38.8),Fourth Quintile,State Estimate 37.4% (95% C.I.: 36.8 - 38.0)
351,8059009851,"Census Tract 98.51, Jefferson County, Colorado",Jefferson,2885,21,34.7,95% C.I.: 34.2 - 35.2,Lowest Quintile,County/Regional Estimate 36.8% (95% C.I.: 34.7 - 38.8),Second Quintile,State Estimate 37.4% (95% C.I.: 36.8 - 38.0)
352,8059009837,"Census Tract 98.37, Jefferson County, Colorado",Jefferson,3003,21,36.2,95% C.I.: 35.8 - 36.6,Second Quintile,County/Regional Estimate 36.8% (95% C.I.: 34.7 - 38.8),Second Quintile,State Estimate 37.4% (95% C.I.: 36.8 - 38.0)
353,8059009838,"Census Tract 98.38, Jefferson County, Colorado",Jefferson,4331,21,36.4,95% C.I.: 36 - 36.9,Second Quintile,County/Regional Estimate 36.8% (95% C.I.: 34.7 - 38.8),Second Quintile,State Estimate 37.4% (95% C.I.: 36.8 - 38.0)
354,8059009827,"Census Tract 98.27, Jefferson County, Colorado",Jefferson,4806,21,37.6,95% C.I.: 37.1 - 38.2,Middle Quintile,County/Regional Estimate 36.8% (95% C.I.: 34.7 - 38.8),Middle Quintile,State Estimate 37.4% (95% C.I.: 36.8 - 38.0)
355,8059009815,"Census Tract 98.15, Jefferson County, Colorado",Jefferson,4057,21,36.5,95% C.I.: 36.1 - 37,Second Quintile,County/Regional Estimate 36.8% (95% C.I.: 34.7 - 38.8),Middle Quintile,State Estimate 37.4% (95% C.I.: 36.8 - 38.0)
356,8059009808,"Census Tract 98.08, Jefferson County, Colorado",Jefferson,4757,21,37.7,95% C.I.: 37.3 - 38.2,Middle Quintile,County/Regional Estimate 36.8% (95% C.I.: 34.7 - 38.8),Middle Quintile,State Estimate 37.4% (95% C.I.: 36.8 - 38.0)
357,8059009840,"Census Tract 98.40, Jefferson County, Colorado",Jefferson,3174,21,35.3,95% C.I.: 34.8 - 35.7,Lowest Quintile,County/Regional Estimate 36.8% (95% C.I.: 34.7 - 38.8),Second Quintile,State Estimate 37.4% (95% C.I.: 36.8 - 38.0)
358,8059009836,"Census Tract 98.36, Jefferson County, Colorado",Jefferson,3227,21,35,95% C.I.: 34.5 - 35.4,Lowest Quintile,County/Regional Estimate 36.8% (95% C.I.: 34.7 - 38.8),Second Quintile,State Estimate 37.4% (95% C.I.: 36.8 - 38.0)
359,8115968300,"Census Tract 9683, Sedgwick County, Colorado",Sedgwick,1840,1,50.7,95% C.I.: 44.3 - 57.1,Highest Quintile,County/Regional Estimate 45.6% (95% C.I.: 30.5 - 60.8),Highest Quintile,State Estimate 37.4% (95% C.I.: 36.8 - 38.0)
360,8059010211,"Census Tract 102.11, Jefferson County, Colorado",Jefferson,2751,21,35.4,95% C.I.: 34.9 - 36,Lowest Quintile,County/Regional Estimate 36.8% (95% C.I.: 34.7 - 38.8),Second Quintile,State Estimate 37.4% (95% C.I.: 36.8 - 38.0)
361,8059010307,"Census Tract 103.07, Jefferson County, Colorado",Jefferson,4031,21,38,95% C.I.: 37.5 - 38.6,Fourth Quintile,County/Regional Estimate 36.8% (95% C.I.: 34.7 - 38.8),Middle Quintile,State Estimate 37.4% (95% C.I.: 36.8 - 38.0)
362,8059010306,"Census Tract 103.06, Jefferson County, Colorado",Jefferson,2419,21,37.9,95% C.I.: 37.4 - 38.5,Fourth Quintile,County/Regional Estimate 36.8% (95% C.I.: 34.7 - 38.8),Middle Quintile,State Estimate 37.4% (95% C.I.: 36.8 - 38.0)
363,8059009841,"Census Tract 98.41, Jefferson County, Colorado",Jefferson,1947,21,35.9,95% C.I.: 35.4 - 36.3,Second Quintile,County/Regional Estimate 36.8% (95% C.I.: 34.7 - 38.8),Second Quintile,State Estimate 37.4% (95% C.I.: 36.8 - 38.0)
364,8095967600,"Census Tract 9676, Phillips County, Colorado",Phillips,2264,1,30.9,95% C.I.: 26.1 - 35.6,Lowest Quintile,County/Regional Estimate 31% (95% C.I.: 21.2 - 40.7),Lowest Quintile,State Estimate 37.4% (95% C.I.: 36.8 - 38.0)
365,8095967700,"Census Tract 9677, Phillips County, Colorado",Phillips,985,1,28.8,95% C.I.: 25.4 - 32.4,Lowest Quintile,County/Regional Estimate 31% (95% C.I.: 21.2 - 40.7),Lowest Quintile,State Estimate 37.4% (95% C.I.: 36.8 - 38.0)
366,8013013003,"Census Tract 130.03, Boulder County, Colorado",Boulder,4703,16,37.1,95% C.I.: 36.6 - 37.7,Second Quintile,County/Regional Estimate 37% (95% C.I.: 34.2 - 39.7),Middle Quintile,State Estimate 37.4% (95% C.I.: 36.8 - 38.0)
367,8013013401,"Census Tract 134.01, Boulder County, Colorado",Boulder,2658,16,38.3,95% C.I.: 37.4 - 39.2,Middle Quintile,County/Regional Estimate 37% (95% C.I.: 34.2 - 39.7),Middle Quintile,State Estimate 37.4% (95% C.I.: 36.8 - 38.0)
368,8013013503,"Census Tract 135.03, Boulder County, Colorado",Boulder,4091,16,40.1,95% C.I.: 39.2 - 41,Fourth Quintile,County/Regional Estimate 37% (95% C.I.: 34.2 - 39.7),Fourth Quintile,State Estimate 37.4% (95% C.I.: 36.8 - 38.0)
369,8013013006,"Census Tract 130.06, Boulder County, Colorado",Boulder,4446,16,38.5,95% C.I.: 37.9 - 39.1,Middle Quintile,County/Regional Estimate 37% (95% C.I.: 34.2 - 39.7),Middle Quintile,State Estimate 37.4% (95% C.I.: 36.8 - 38.0)
370,8013012203,"Census Tract 122.03, Boulder County, Colorado",Boulder,6286,16,40.3,95% C.I.: 39.5 - 41,Fourth Quintile,County/Regional Estimate 37% (95% C.I.: 34.2 - 39.7),Fourth Quintile,State Estimate 37.4% (95% C.I.: 36.8 - 38.0)
371,8013013402,"Census Tract 134.02, Boulder County, Colorado",Boulder,5844,16,38.3,95% C.I.: 37.5 - 39.1,Middle Quintile,County/Regional Estimate 37% (95% C.I.: 34.2 - 39.7),Middle Quintile,State Estimate 37.4% (95% C.I.: 36.8 - 38.0)
372,8013013210,"Census Tract 132.10, Boulder County, Colorado",Boulder,3845,16,39.4,95% C.I.: 38.6 - 40.3,Fourth Quintile,County/Regional Estimate 37% (95% C.I.: 34.2 - 39.7),Fourth Quintile,State Estimate 37.4% (95% C.I.: 36.8 - 38.0)
373,8013013302,"Census Tract 133.02, Boulder County, Colorado",Boulder,3943,16,35,95% C.I.: 34.3 - 35.8,Lowest Quintile,County/Regional Estimate 37% (95% C.I.: 34.2 - 39.7),Second Quintile,State Estimate 37.4% (95% C.I.: 36.8 - 38.0)
374,8013013307,"Census Tract 133.07, Boulder County, Colorado",Boulder,3060,16,34.8,95% C.I.: 34 - 35.6,Lowest Quintile,County/Regional Estimate 37% (95% C.I.: 34.2 - 39.7),Second Quintile,State Estimate 37.4% (95% C.I.: 36.8 - 38.0)
375,8013013308,"Census Tract 133.08, Boulder County, Colorado",Boulder,2851,16,35.9,95% C.I.: 35.2 - 36.6,Lowest Quintile,County/Regional Estimate 37% (95% C.I.: 34.2 - 39.7),Second Quintile,State Estimate 37.4% (95% C.I.: 36.8 - 38.0)
376,8013012510,"Census Tract 125.10, Boulder County, Colorado",Boulder,3638,16,35.5,95% C.I.: 34.9 - 36,Lowest Quintile,County/Regional Estimate 37% (95% C.I.: 34.2 - 39.7),Second Quintile,State Estimate 37.4% (95% C.I.: 36.8 - 38.0)
377,8013012907,"Census Tract 129.07, Boulder County, Colorado",Boulder,2608,16,36.7,95% C.I.: 36 - 37.4,Second Quintile,County/Regional Estimate 37% (95% C.I.: 34.2 - 39.7),Middle Quintile,State Estimate 37.4% (95% C.I.: 36.8 - 38.0)
378,8013013305,"Census Tract 133.05, Boulder County, Colorado",Boulder,4093,16,40.1,95% C.I.: 39.3 - 40.9,Fourth Quintile,County/Regional Estimate 37% (95% C.I.: 34.2 - 39.7),Fourth Quintile,State Estimate 37.4% (95% C.I.: 36.8 - 38.0)
379,8013060900,"Census Tract 609, Boulder County, Colorado",Boulder,3707,16,38.6,95% C.I.: 37.9 - 39.2,Middle Quintile,County/Regional Estimate 37% (95% C.I.: 34.2 - 39.7),Fourth Quintile,State Estimate 37.4% (95% C.I.: 36.8 - 38.0)
380,8013012509,"Census Tract 125.09, Boulder County, Colorado",Boulder,2559,16,35.4,95% C.I.: 34.7 - 36,Lowest Quintile,County/Regional Estimate 37% (95% C.I.: 34.2 - 39.7),Second Quintile,State Estimate 37.4% (95% C.I.: 36.8 - 38.0)
381,8013013208,"Census Tract 132.08, Boulder County, Colorado",Boulder,4640,16,34.5,95% C.I.: 33.9 - 35.1,Lowest Quintile,County/Regional Estimate 37% (95% C.I.: 34.2 - 39.7),Second Quintile,State Estimate 37.4% (95% C.I.: 36.8 - 38.0)
382,8013012701,"Census Tract 127.01, Boulder County, Colorado",Boulder,4824,16,37.4,95% C.I.: 36.8 - 37.9,Second Quintile,County/Regional Estimate 37% (95% C.I.: 34.2 - 39.7),Middle Quintile,State Estimate 37.4% (95% C.I.: 36.8 - 38.0)
383,8013012507,"Census Tract 125.07, Boulder County, Colorado",Boulder,4023,16,42.4,95% C.I.: 41.7 - 43.1,Highest Quintile,County/Regional Estimate 37% (95% C.I.: 34.2 - 39.7),Highest Quintile,State Estimate 37.4% (95% C.I.: 36.8 - 38.0)
